"Name","lab","MF","InChiKey","ANOVA","PCA","NMF","total.sig","total.lab.mf","total.lab.inchi"
"LTRS_000452_BasePos","Lab5","C13H23N3O4","YFBBUHJJUXXZOF","1","1","0",2,8,8
"LTRS_000513_BasePos","Lab5","C8H15NO3","UPCKIPHSXMXJOX","0","1","0",1,4,3
"LTRS_000023_BaseNeg","Lab5","C4H7NO4","CKLJMWTZIZZHCS","1","1","1",3,8,8
"LTRS_000044_BaseNeg","Lab5","C4H9NO2","QCHPKSFMDHPSNR","1","1","0",2,6,3
"LTRS_000261_BaseNeg","Lab5","C9H13N2O9P","DJJCXFVJDGTHFX","1","1","0",2,7,7
"LTRS_000003_BaseNeg","Lab5","C6H14N2O2","KDXKERNSBIXSRK","1","1","0",2,8,8
"LTRS_000191_BasePos","Lab5","C9H11NO3","OUYCCCASQSFEME","1","0","0",1,8,8
"LTRS_000218_BaseNeg","Lab5","C9H18N2O4","XGDCYUQSFDQISZ","1","1","0",2,8,8
"LTRS_000517_BasePos","Lab5","C14H27N3O4","YOKVEHGYYQEQOP","1","1","0",2,5,5
"LTRS_000115_BasePos","Lab5","C10H18N2O5","IYJILWQAFPUBHP","1","1","0",2,8,8
"LTRS_000183_BasePos","Lab5","C10H18N2O5","IYJILWQAFPUBHP","1","1","0",2,8,8
"LTRS_000231_BasePos","Lab5","C6H13NO2","AGPKZVBTJJNPAG","1","1","0",2,8,7
"LTRS_000344_BasePos","Lab5","C11H20N2O5","SNCKGJWJABDZHI","1","1","0",2,8,8
"LTRS_000368_BasePos","Lab5","C14H25N3O5",NA,"0","1","0",1,5,NA
"LTRS_000385_BaseNeg","Lab5","C9H12N2O6","DRTQHJPVMGBUCF","1","1","0",2,7,7
"LTRS_000395_BasePos","Lab5","C21H23N5O4","VDPBIFHDBGERIF","1","1","0",2,1,1
"LTRS_000412_BasePos","Lab5","C13H18N2O4","NYQBYASWHVRESG","1","1","0",2,8,8
"LTRS_000414_BasePos","Lab5","C10H16N2O4","ONPXCLZMBSJLSP","1","0","0",1,8,8
"LTRS_000448_BasePos","Lab5","C15H27N3O4",NA,"1","0","0",1,4,NA
"LTRS_000450_BasePos","Lab5","C15H27N3O6","SOYWRINXUSUWEQ","0","1","0",1,5,5
"LTRS_000474_BasePos","Lab5","C15H22N2O4","MUFXDFWAJSPHIQ","1","1","0",2,8,8
"LTRS_000527_BasePos","Lab5","C11H19N6O3P",NA,"1","0","0",1,2,NA
"LTRS_000028_BasePos","Lab5","C8H20NO6P",NA,"1","1","1",3,8,NA
"LTRS_000040_BasePos","Lab5","C8H20NO6P",NA,"1","1","1",3,8,NA
"LTRS_000046_BasePos","Lab5","C10H19NO7","HUEOABWGBTXQNF","1","1","1",3,5,5
"LTRS_000049_BaseNeg","Lab5","C8H9N14NaP",NA,"1","1","1",3,2,NA
"LTRS_000128_BasePos","Lab5","C6H13NO3","OSCCDBFHNMXNME","1","1","1",3,5,5
"LTRS_000269_BasePos","Lab5","C9H18N2O4","XGDCYUQSFDQISZ","1","1","1",3,8,8
"LTRS_000304_BasePos","Lab5","C10H20N2O4","DGMOQCHIPOPXEK","1","1","1",3,7,7
"LTRS_000470_BaseNeg","Lab5","C9H18N2O4","XGDCYUQSFDQISZ","1","1","1",3,8,8
"LTRS_000561_BaseNeg","Lab5","C10H20N2O4","DGMOQCHIPOPXEK","1","1","1",3,7,7
"LTRS_000620_BaseNeg","Lab5","C5H10O3","NGEWQZIDQIYUNV","1","1","1",3,5,5
"LTRS_000767_BaseNeg","Lab5","C6H12O3","RILPIWOPNGRASR","1","1","1",3,5,5
"LTRS_000003_BasePos","Lab5","C5H12N2O2","AHLPHDHHMVZTML","1","1","1",3,4,4
"LTRS_000009_BasePos","Lab5","C9H20N2O2","MXNRLFUSFKVQSK","1","1","1",3,2,2
"LTRS_000024_BasePos","Lab5","C5H10N2O3","CXISPYVYMQWFLE","1","0","1",2,5,1
"LTRS_000031_BasePos","Lab5","C5H10N2O3","ZDXPYRJPNDTMRX","1","0","1",2,5,5
"LTRS_000121_BasePos","Lab5","C10H19N3O4","MQLZLIYPFDIDMZ","1","0","1",2,8,8
"LTRS_000123_BasePos","Lab5","C5H7NO3","ODHCTXKNWHHXJC","1","0","1",2,7,7
"LTRS_000125_BasePos","Lab5","C4H5NO",NA,"1","0","1",2,3,NA
"LTRS_000131_BasePos","Lab5","C11H19N3O6","JCMUOFQHZLPHQP","1","1","1",3,6,6
"LTRS_000137_BasePos","Lab5","C8H16N2O4","ILVGMCVCQBJPSH","1","1","1",3,7,6
"LTRS_000181_BasePos","Lab5","C11H14N4O2","NAKUGCPAQTUSBE","1","1","1",3,2,2
"LTRS_000213_BasePos","Lab5","C11H21N3O5","JPKNLFVGUZRHOB","1","1","1",3,2,2
"LTRS_000270_BaseNeg","Lab5","C5H7NO3","ODHCTXKNWHHXJC","1","1","1",3,7,7
"LTRS_000381_BasePos","Lab5","C12H18N2O4","YQHPCDPFXQXCMV","1","1","1",3,2,2
"LTRS_000413_BasePos","Lab5","C13H16N2O5","YZQCXOFQZKCETR","1","1","1",3,6,6
"LTRS_000655_BaseNeg","Lab5","C12H18N2O4","PTKSEFOSCHHMPD","1","1","1",3,2,1
"LTRS_000018_BasePos","Lab5","C9H19N5O3","SITWEMZOJNKJCH","1","1","1",3,7,7
"LTRS_000023_BaseNeg","Lab5","C4H7NO4","CKLJMWTZIZZHCS","1","1","1",3,8,8
"LTRS_000034_BasePos","Lab5","C4H9NO2","FFDGPVCHZBVARC","1","1","1",3,6,4
"LTRS_000085_BasePos","Lab5","C11H23N5O3","DAQIJMOLTMGJLO","1","1","1",3,8,8
"LTRS_000094_BasePos","Lab5","C4H9NO2","FFDGPVCHZBVARC","1","1","1",3,6,4
"LTRS_000104_BaseNeg","Lab5","C11H19ClN9P",NA,"1","1","1",3,1,NA
"LTRS_000194_BaseNeg","Lab5","C9H13N2O9P","DJJCXFVJDGTHFX","1","0","1",2,7,7
"LTRS_000282_BasePos","Lab5","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","1",3,8,8
"LTRS_000359_BasePos","Lab5","C15H27N3O7",NA,"1","1","1",3,5,NA
"LTRS_000384_BasePos","Lab5","C13H17N3O4","OMSMPWHEGLNQOD","1","1","1",3,6,6
"LTRS_000422_BasePos","Lab5","C11H15N5O3S","WUUGFSXJNOTRMR","1","0","1",2,7,7
"LTRS_000438_BaseNeg","Lab5","C13H17N3O5","FYRVDDJMNISIKJ","1","1","1",3,3,3
"LTRS_000498_BaseNeg","Lab5","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","1",3,8,8
"LTRS_000537_BaseNeg","Lab5","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","1",3,8,8
"LTRS_000603_BaseNeg","Lab5","C13H23N3O5","BULFTXGJKXVMER","1","1","1",3,5,5
"LTRS_000638_BaseNeg","Lab5","C15H27N3O7",NA,"1","1","1",3,5,NA
"LTRS_000656_BaseNeg","Lab5","C13H17N3O4","OMSMPWHEGLNQOD","1","1","1",3,6,6
"LTRS_000665_BaseNeg","Lab5","C22H24N4O4","IRTDIKMSKMREGO","1","0","1",2,1,1
"LTRS_000295_BaseNeg","Lab5","C4H6O4","KDYFGRWQOYBRFD","1","1","0",2,6,4
"LTRS_000144_BasePos","Lab5","C9H17N3O4","KWBQPGIYEZKDEG","0","1","0",1,8,8
"LTRS_000008_BasePos","Lab5","C6H8N4O3","IABKEDDTDTWWRF","1","0","0",1,2,2
"LTRS_000023_BasePos","Lab5","C5H13NO","NIPLIJLVGZCKMP","1","1","0",2,5,5
"LTRS_000044_BasePos","Lab5","C11H19NO9","SQVRNKJHWKZAKO","1","0","0",1,8,8
"LTRS_000064_BasePos","Lab5","C9H16N2O6","JSIQVRIXMINMTA","1","1","0",2,4,4
"LTRS_000099_BaseNeg","Lab5","C12H25O15P",NA,"1","0","0",1,1,NA
"LTRS_000113_BasePos","Lab5","C8H16N2O3","DTERQYGMUDWYAZ","1","1","0",2,8,8
"LTRS_000115_BasePos","Lab5","C10H18N2O5","IYJILWQAFPUBHP","1","1","0",2,8,8
"LTRS_000146_BasePos","Lab5","C9H16N2O4","GVUVRRPYYDHHGK","1","1","0",2,6,6
"LTRS_000157_BasePos","Lab5","C6H13NO2","AGPKZVBTJJNPAG","1","1","0",2,8,7
"LTRS_000160_BasePos","Lab5","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_000161_BasePos","Lab5","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_000181_BasePos","Lab5","C11H14N4O2","NAKUGCPAQTUSBE","1","1","1",3,2,2
"LTRS_000237_BasePos","Lab5","C13H17N3O5","FYRVDDJMNISIKJ","1","1","0",2,3,3
"LTRS_000251_BaseNeg","Lab5","C10H18N2O5","IYJILWQAFPUBHP","1","0","0",1,8,8
"LTRS_000261_BaseNeg","Lab5","C9H13N2O9P","DJJCXFVJDGTHFX","1","1","0",2,7,7
"LTRS_000283_BaseNeg","Lab5","C11H17NO8","NCMJSVDTRDLWJE","1","1","0",2,7,7
"LTRS_000300_BasePos","Lab5","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","0",2,8,8
"LTRS_000324_BasePos","Lab5","C14H26N4O6",NA,"1","1","0",2,4,NA
"LTRS_000325_BasePos","Lab5","C10H20N2O3S","BJFJQOMZCSHBMY","1","0","0",1,3,3
"LTRS_000329_BasePos","Lab5","C10H20N2O4","DGMOQCHIPOPXEK","1","1","0",2,7,7
"LTRS_000332_BasePos","Lab5","C14H18N2O5","XHHOHZPNYFQJKL","1","1","0",2,5,4
"LTRS_000333_BasePos","Lab5","C11H20N2O3","BBIXOODYWPFNDT","1","1","0",2,8,7
"LTRS_000334_BasePos","Lab5","C16H27N3O8","AUTNXSQEVVHSJK","1","0","0",1,5,5
"LTRS_000344_BasePos","Lab5","C11H20N2O5","SNCKGJWJABDZHI","1","1","0",2,8,8
"LTRS_000106_BasePos","Lab5","C6H5NO2","PVNIIMVLHYAWGP","0","1","0",1,6,6
"LTRS_000114_BasePos","Lab5","C11H19N5O4",NA,"0","1","0",1,4,NA
"LTRS_000455_BasePos","Lab5","C17H30N4O5","RUQBGIMJQUWXPP","0","1","0",1,6,6
"LTRS_000030_BasePos","Lab5","C5H9NO4","HOKKHZGPKSLGJE","1","1","0",2,7,4
"LTRS_000154_BaseNeg","Lab5","C17H27N3O17P2","LFTYTUAZOPRMMI","1","0","0",1,7,7
"LTRS_000156_BasePos","Lab5","C6H13NO2","AGPKZVBTJJNPAG","1","1","0",2,8,7
"LTRS_000199_BasePos","Lab5","C5H9NO3","KTHDTJVBEPMMGL","1","1","0",2,4,2
"LTRS_000231_BasePos","Lab5","C6H13NO2","AGPKZVBTJJNPAG","1","1","0",2,8,7
"LTRS_000234_BasePos","Lab5","C9H18N2O3","RDIKFPRVLJLMER","1","1","0",2,8,8
"LTRS_000270_BasePos","Lab5","C12H21N3O6","JAAJGIIASALJIT","1","0","0",1,2,2
"LTRS_000275_BasePos","Lab5","C9H11NO2","COLNVLDHVKWLRT","0","1","0",1,8,8
"LTRS_000276_BasePos","Lab5","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_000300_BasePos","Lab5","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","0",2,8,8
"LTRS_000316_BasePos","Lab5","C13H25N3O4","XPGDDCOXMUFUCB","0","1","0",1,5,5
"LTRS_000359_BasePos","Lab5","C15H27N3O7",NA,"1","1","1",3,5,NA
"LTRS_000368_BaseNeg","Lab5","C6H13NO2","AGPKZVBTJJNPAG","1","0","0",1,8,7
"LTRS_000385_BasePos","Lab5","C14H25N3O5",NA,"1","1","0",2,5,NA
"LTRS_000027_BasePos","Lab5","C4H9NO3","AYFVYJQAPQTCCC","1","1","0",2,6,4
"LTRS_000063_BasePos","Lab5","C11H21N3O3","AIXUQKMMBQJZCU","1","1","0",2,6,6
"LTRS_000065_BasePos","Lab5","C8H14N2O5","JZDHUJAFXGNDSB","1","0","0",1,5,5
"LTRS_000225_BasePos","Lab5","C10H14N5O7P","UDMBCSSLTHHNCD","1","1","0",2,8,8
"LTRS_000230_BasePos","Lab5","C8H16N2O3","DTERQYGMUDWYAZ","1","1","0",2,8,8
"LTRS_000128_BasePos","Lab5","C6H13NO3","OSCCDBFHNMXNME","1","1","1",3,5,5
"LTRS_000139_BasePos","Lab5","C4H6O4","KDYFGRWQOYBRFD","1","1","0",2,6,4
"LTRS_000143_BasePos","Lab5","C9H18N2O4","XGDCYUQSFDQISZ","1","0","0",1,8,8
"LTRS_000167_BasePos","Lab5","C11H18N2O5","MNEBDCWSYIPUDZ","0","1","0",1,1,1
"LTRS_000123_BasePos","Lab5","C5H7NO3","ODHCTXKNWHHXJC","1","0","1",2,7,7
"LTRS_000125_BasePos","Lab5","C4H5NO",NA,"1","0","1",2,3,NA
"LTRS_000203_BasePos","Lab5","C12H23NO7","KGTRBDVOUPALMB","1","1","0",2,5,5
"LTRS_000212_BasePos","Lab5","C15H18N4O3","XMAUFHMAAVTODF","1","1","0",2,4,4
"LTRS_000005_BaseNeg","Lab5","C6H14N3NaO3P",NA,"1","1","0",2,1,NA
"LTRS_000020_BasePos","Lab5","C5H10N2O3","CXISPYVYMQWFLE","1","1","0",2,5,1
"LTRS_000048_BaseNeg","Lab5","C5H9NO4","JJIHLJJYMXLCOY","1","1","0",2,7,6
"LTRS_000071_BasePos","Lab5","C6H14N2O2","KDXKERNSBIXSRK","1","1","0",2,8,8
"LTRS_000144_BasePos","Lab5","C9H17N3O4","KWBQPGIYEZKDEG","0","1","0",1,8,8
"LTRS_000160_BasePos","Lab5","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_000194_BaseNeg","Lab5","C9H13N2O9P","DJJCXFVJDGTHFX","1","0","1",2,7,7
"LTRS_000213_BasePos","Lab5","C11H21N3O5","JPKNLFVGUZRHOB","1","1","1",3,2,2
"LTRS_000269_BasePos","Lab5","C9H18N2O4","XGDCYUQSFDQISZ","1","1","1",3,8,8
"LTRS_000319_BasePos","Lab5","C9H18N2O3","RDIKFPRVLJLMER","1","1","0",2,8,8
"LTRS_000341_BasePos","Lab5","C13H25N3O4","XPGDDCOXMUFUCB","0","1","0",1,5,5
"LTRS_000404_BasePos","Lab5","C15H24N10O",NA,"0","1","0",1,1,NA
"LTRS_000474_BasePos","Lab5","C15H22N2O4","MUFXDFWAJSPHIQ","1","1","0",2,8,8
"LTRS_000002_BaseNeg","Lab6","C9H19N3O4","YSZNURNVYFUEHC","1","1","1",3,5,5
"LTRS_000003_BaseNeg","Lab6","C10H20N4O4","QJMCHPGWFZZRID","1","1","0",2,2,2
"LTRS_000004_BaseNeg","Lab6","C8H17N3O3","IKAIKUBBJHFNBZ","1","1","1",3,2,2
"LTRS_000006_BaseNeg","Lab6","C9H19N3O3","WKGTVHGVLRCTCF","1","0","0",1,5,5
"LTRS_000007_BasePos","Lab6","C8H17N3O3","IKAIKUBBJHFNBZ","1","1","1",3,2,2
"LTRS_000010_BaseNeg","Lab6","C6H14N2O2","KDXKERNSBIXSRK","1","1","0",2,8,8
"LTRS_000011_BaseNeg","Lab6","C6H18ClN2Na2P",NA,"1","1","0",2,1,NA
"LTRS_000023_BaseNeg","Lab6","C6H10N8O11",NA,"1","1","0",2,1,NA
"LTRS_000037_BasePos","Lab6","C6H14N4O2","ODKSFYDXXFIFQN","1","0","0",1,8,8
"LTRS_000038_BaseNeg","Lab6","C6H20N4Na2OP2",NA,"1","1","0",2,1,NA
"LTRS_000045_BaseNeg","Lab6","C12H23O14P","LABSPYBHMPDTEL","1","0","0",1,2,2
"LTRS_000045_BasePos","Lab6","C4H8N2O3","DCXYFEDJOCDNAF","1","1","1",3,4,3
"LTRS_000049_BasePos","Lab6","C5H10N2O3","ZDXPYRJPNDTMRX","1","1","1",3,5,5
"LTRS_000050_BaseNeg","Lab6","C5H10N2O3","ZDXPYRJPNDTMRX","1","1","0",2,5,5
"LTRS_000050_BasePos","Lab6","C5H10N2O3","ZDXPYRJPNDTMRX","1","1","1",3,5,5
"LTRS_000055_BaseNeg","Lab6","C8H9N11O6",NA,"1","1","1",3,2,NA
"LTRS_000064_BaseNeg","Lab6","C13H26N8O3P2",NA,"1","1","1",3,1,NA
"LTRS_000066_BaseNeg","Lab6","C7H14N2O5","LDEBVRIURYMKQS","1","1","0",2,3,3
"LTRS_000078_BaseNeg","Lab6","C12H23O14P","LABSPYBHMPDTEL","1","1","0",2,2,2
"LTRS_000081_BaseNeg","Lab6","C7H12N2O5","ARSVRKCVNFIICJ","1","0","0",1,3,3
"LTRS_000093_BasePos","Lab6","C7H14N2O4","BUQICHWNXBIBOG","1","1","0",2,4,4
"LTRS_000106_BaseNeg","Lab6","C10H36N20NaO17",NA,"0","1","0",1,1,NA
"LTRS_000115_BasePos","Lab6","C5H9NO2","ONIBWKKTOPOVIA","1","0","1",2,8,8
"LTRS_000119_BaseNeg","Lab6","C10H35N18O4P3",NA,"0","1","0",1,1,NA
"LTRS_000120_BaseNeg","Lab6","C8H16N2O5","MCGXOCXFFNKASF","1","0","0",1,5,5
"LTRS_000121_BaseNeg","Lab6","C8H14N2O6","XPMVVZFGFJOFSL","1","1","0",2,3,3
"LTRS_000123_BaseNeg","Lab6","C11H19NO9","SQVRNKJHWKZAKO","1","0","0",1,8,8
"LTRS_000129_BaseNeg","Lab6","C9H15N3O6","IIFDPDVJAHQFSR","1","1","0",2,2,2
"LTRS_000134_BaseNeg","Lab6","C14H14N16O8",NA,"1","0","0",1,1,NA
"LTRS_000136_BaseNeg","Lab6","C7H14N2O4","BUQICHWNXBIBOG","1","1","0",2,4,4
"LTRS_000139_BasePos","Lab6","C11H18N4O3","VLDVBZICYBVQHB","1","0","0",1,4,4
"LTRS_000140_BaseNeg","Lab6","C10H17N3O6S","RWSXRVCMGQZWBV","1","1","0",2,3,3
"LTRS_000144_BasePos","Lab6","C9H17N3O4","KWBQPGIYEZKDEG","1","1","1",3,8,8
"LTRS_000145_BaseNeg","Lab6","C9H16N2O6","JSIQVRIXMINMTA","1","0","0",1,4,4
"LTRS_000147_BaseNeg","Lab6","C10H16N2O7","OWQDWQKWSLFFFR","1","1","0",2,4,4
"LTRS_000151_BaseNeg","Lab6","C4H6O5","BJEPYKJPYRNKOW","1","0","0",1,6,6
"LTRS_000152_BasePos","Lab6","C5H11NO2","KZSNJWFQEVHDMF","1","0","0",1,8,8
"LTRS_000157_BasePos","Lab6","C9H13N2O9P","DJJCXFVJDGTHFX","1","1","1",3,7,7
"LTRS_000161_BaseNeg","Lab6","C7H14N2O3","JRLGPAXAGHMNOL","1","0","0",1,6,6
"LTRS_000165_BaseNeg","Lab6","C9H13N2O9P","DJJCXFVJDGTHFX","1","0","1",2,7,7
"LTRS_000171_BasePos","Lab6","C8H14N2O4","KYHSUPXEBSYFGK","1","1","0",2,8,8
"LTRS_000175_BaseNeg","Lab6","C16H31NO20",NA,"1","0","0",1,1,NA
"LTRS_000176_BaseNeg","Lab6","C19H19N17O8",NA,"1","0","0",1,2,NA
"LTRS_000183_BasePos","Lab6","C14H21N7Na",NA,"1","0","0",1,1,NA
"LTRS_000187_BaseNeg","Lab6","C11H17NO8","NCMJSVDTRDLWJE","1","1","0",2,7,7
"LTRS_000190_BaseNeg","Lab6","C9H12N2O6","DRTQHJPVMGBUCF","1","1","1",3,7,7
"LTRS_000200_BasePos","Lab6","C9H11NO3","OUYCCCASQSFEME","1","1","1",3,8,8
"LTRS_000205_BaseNeg","Lab6","C11H20N2O5","SNCKGJWJABDZHI","1","1","0",2,8,8
"LTRS_000206_BaseNeg","Lab6","C9H18N2O3","ZSOICJZJSRWNHX","1","1","0",2,8,7
"LTRS_000225_BaseNeg","Lab6","C10H20N2O3","KRNYOVHEKOBTEF","1","1","0",2,8,8
"LTRS_000227_BaseNeg","Lab6","C12H23N3O5","BQSLGJHIAGOZCD","0","1","0",1,6,6
"LTRS_000233_BaseNeg","Lab6","C6H12O4","KJTLQQUUPVSXIM","0","1","0",1,4,4
"LTRS_000235_BaseNeg","Lab6","C14H20N2O4","OYOQKMOWUDVWCR","1","0","0",1,8,8
"LTRS_000236_BaseNeg","Lab6","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","1",3,8,8
"LTRS_000241_BaseNeg","Lab6","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_000242_BasePos","Lab6","C15H23N5O3","PQBHGSGQZSOLIR","1","0","0",1,6,6
"LTRS_000250_BaseNeg","Lab6","C8H16N2O3","DTERQYGMUDWYAZ","1","1","0",2,8,8
"LTRS_000257_BaseNeg","Lab6","C15H22N2O4","MUFXDFWAJSPHIQ","1","0","0",1,8,8
"LTRS_000261_BaseNeg","Lab6","C13H17N3O4","OMSMPWHEGLNQOD","1","1","1",3,6,6
"LTRS_000266_BaseNeg","Lab6","C13H23N3O4","YFBBUHJJUXXZOF","1","1","0",2,8,8
"LTRS_000268_BaseNeg","Lab6","C12H16N2O3","MIDZLCFIAINOQN","1","1","1",3,8,8
"LTRS_000271_BaseNeg","Lab6","C11H12N2O2","QIVBCDIJIAJPQS","1","1","1",3,8,8
"LTRS_000272_BaseNeg","Lab6","C11H22N2O3","MDSUKZSLOATHMH","1","0","0",1,8,6
"LTRS_000276_BaseNeg","Lab6","C10H16N2O4","ONPXCLZMBSJLSP","0","1","0",1,8,8
"LTRS_000289_BaseNeg","Lab6","C12H24N2O3","JWBXCSQZLLIOCI","1","0","0",1,6,4
"LTRS_000295_BaseNeg","Lab6","C5H10O3","NGEWQZIDQIYUNV","1","1","1",3,5,5
"LTRS_000296_BaseNeg","Lab6","C15H22N2O3","KFKWRHQBZQICHA","1","0","0",1,8,8
"LTRS_000309_BasePos","Lab6","C18H46NNaO6PS",NA,"0","1","0",1,1,NA
"LTRS_000313_BaseNeg","Lab6","C9H17NO4","RDHQFKQIGNGIED","1","0","0",1,6,6
"LTRS_000319_BasePos","Lab6","C16H25N13",NA,"0","1","0",1,1,NA
"LTRS_000321_BasePos","Lab6","C23H45N9O8",NA,"0","1","0",1,2,NA
"LTRS_000339_BasePos","Lab6","C15H27N3O6","SOYWRINXUSUWEQ","1","0","0",1,5,5
"LTRS_000344_BasePos","Lab6","C15H29KNS",NA,"1","1","1",3,1,NA
"LTRS_000368_BasePos","Lab6","C9H35N19NaO4",NA,"1","0","0",1,1,NA
"LTRS_000003_BaseNeg","Lab6","C10H20N4O4","QJMCHPGWFZZRID","1","1","0",2,2,2
"LTRS_000005_BasePos","Lab6","C12H27ClN2Na",NA,"1","0","0",1,1,NA
"LTRS_000008_BasePos","Lab6","C9H19N3O4","YSZNURNVYFUEHC","1","1","1",3,5,5
"LTRS_000009_BasePos","Lab6","C10H20N4O4","QJMCHPGWFZZRID","1","1","0",2,2,2
"LTRS_000011_BasePos","Lab6","C6H14N2O2","KDXKERNSBIXSRK","1","0","0",1,8,8
"LTRS_000014_BasePos","Lab6","C6H9KN5O",NA,"1","0","0",1,2,NA
"LTRS_000017_BasePos","Lab6","C6H8N4O11P2",NA,"1","1","0",2,3,NA
"LTRS_000020_BasePos","Lab6","C12H15N10OP",NA,"0","1","0",1,1,NA
"LTRS_000023_BaseNeg","Lab6","C6H10N8O11",NA,"1","1","0",2,1,NA
"LTRS_000023_BasePos","Lab6","C9H19N3O3","WKGTVHGVLRCTCF","1","1","1",3,5,5
"LTRS_000024_BasePos","Lab6","C6H9N3O2","HNDVDQJCIGZPNO","1","0","0",1,6,6
"LTRS_000026_BasePos","Lab6","C6H9N3O2","HNDVDQJCIGZPNO","0","1","0",1,6,6
"LTRS_000028_BasePos","Lab6","C6H11NO3","WPSSBBPLVMTKRN","1","1","0",2,1,1
"LTRS_000031_BasePos","Lab6","C9H14N4O3","CQOVPNPJLQNMDC","0","1","0",1,1,1
"LTRS_000034_BasePos","Lab6","C6H14N4O2","ODKSFYDXXFIFQN","1","0","0",1,8,8
"LTRS_000035_BasePos","Lab6","C6H14N4O2","ODKSFYDXXFIFQN","1","0","0",1,8,8
"LTRS_000040_BasePos","Lab6","C12H19N3O7","UCRYORFHYVRBIO","1","0","0",1,3,3
"LTRS_000044_BasePos","Lab6","[C5H15NO4P]+","YHHSONZFOIEMCP","1","1","1",3,3,3
"LTRS_000046_BasePos","Lab6","C9H19N5O3","SITWEMZOJNKJCH","1","1","0",2,7,7
"LTRS_000054_BasePos","Lab6","C12H24N4O7","DLFIWFDONDYZKI","1","1","0",2,4,4
"LTRS_000064_BasePos","Lab6","C10H18N2O8","SEATYFZPTMHEIW","1","0","1",2,2,2
"LTRS_000071_BasePos","Lab6","C10H12N7OP",NA,"1","0","0",1,1,NA
"LTRS_000073_BasePos","Lab6","C11H21N5O5","HFKJBCPRWWGPEY","0","1","0",1,3,3
"LTRS_000081_BasePos","Lab6","C7H14N2O5","LDEBVRIURYMKQS","1","1","0",2,3,3
"LTRS_000085_BasePos","Lab6","C8H15N3O4","HJCMDXDYPOUFDY","1","1","0",2,3,3
"LTRS_000092_BaseNeg","Lab6","C11H19NO9","SQVRNKJHWKZAKO","1","1","0",2,8,8
"LTRS_000093_BasePos","Lab6","C7H14N2O4","BUQICHWNXBIBOG","1","1","0",2,4,4
"LTRS_000097_BasePos","Lab6","C6H12N2O4","IPWKGIFRRBGCJO","1","0","0",1,5,5
"LTRS_000099_BaseNeg","Lab6","C10H30N12Na2O10",NA,"1","0","1",2,1,NA
"LTRS_000108_BasePos","Lab6","C10H18NNa2P",NA,"0","1","0",1,1,NA
"LTRS_000113_BasePos","Lab6","C5H9NO2","ONIBWKKTOPOVIA","1","0","1",2,8,8
"LTRS_000115_BasePos","Lab6","C5H9NO2","ONIBWKKTOPOVIA","1","0","1",2,8,8
"LTRS_000121_BasePos","Lab6","C9H15N3O6","IIFDPDVJAHQFSR","1","1","0",2,2,2
"LTRS_000122_BasePos","Lab6","C11H21N3O3","AIXUQKMMBQJZCU","1","1","0",2,6,6
"LTRS_000123_BasePos","Lab6","C14H26N4O11P2","RZZPDXZPRHQOCG","1","1","0",2,5,5
"LTRS_000125_BasePos","Lab6","C7H14N2O4","BUQICHWNXBIBOG","1","1","0",2,4,4
"LTRS_000128_BasePos","Lab6","C8H12N2O4","QBIMPGNQKASPJE","1","0","0",1,6,6
"LTRS_000130_BasePos","Lab6","C13H22N4O8S2","BNRXZEPOHPEEAS","1","1","0",2,6,6
"LTRS_000137_BasePos","Lab6","C9H16N2O6","JSIQVRIXMINMTA","1","1","0",2,4,4
"LTRS_000139_BasePos","Lab6","C11H18N4O3","VLDVBZICYBVQHB","1","0","0",1,4,4
"LTRS_000146_BasePos","Lab6","C9H14N3O8P","IERHLVCPSMICTF","1","0","1",2,7,7
"LTRS_000153_BaseNeg","Lab6","C9H17N3O4","KWBQPGIYEZKDEG","1","1","0",2,8,8
"LTRS_000154_BasePos","Lab6","C11H21N5O3","LQJAALCCPOTJGB","1","1","0",2,4,4
"LTRS_000156_BasePos","Lab6","C17H33N3O8",NA,"0","1","0",1,2,NA
"LTRS_000157_BasePos","Lab6","C9H13N2O9P","DJJCXFVJDGTHFX","1","1","1",3,7,7
"LTRS_000160_BasePos","Lab6","C12H25N3O3","UWBDLNOCIDGPQE","1","0","1",2,8,8
"LTRS_000161_BaseNeg","Lab6","C7H14N2O3","JRLGPAXAGHMNOL","1","0","0",1,6,6
"LTRS_000161_BasePos","Lab6","C6H14N2O2","KDXKERNSBIXSRK","1","0","1",2,8,8
"LTRS_000162_BasePos","Lab6","C6H14N2O2","KDXKERNSBIXSRK","1","1","0",2,8,8
"LTRS_000170_BasePos","Lab6","C9H16N2O5","VWXQFHJBQHTHMK","1","0","0",1,6,5
